dataset_row_index,source,target,label,source_graph_status,target_graph_status
791,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
815,CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
925,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
957,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
998,C1=CC(=C(C=C1F)F)C(CN2C=NC=N2)(CN3C=NC=N3)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1009,C1=CC(=CN=C1)C(=O)[O-],[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1085,CC(C)(C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O)C(=O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1092,CN(C)CCCN1C2=CC=CC=C2CCC3=CC=CC=C31,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1096,C1CCC(C(C1)[NH-])[NH-].C(=O)(C(=O)O)O.[Pt+2],O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1104,C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1138,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1154,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1169,C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1218,C(C1C(C(C(C(O1)OC2(C(C(C(O2)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al],[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1269,CC(=O)SC1CC2=CC(=O)CCC2(C3C1C4CCC5(C4(CC3)C)CCC(=O)O5)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1334,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1368,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1449,CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(=O)CC4,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1471,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1474,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1531,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1565,CCC(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC(CC(CC(=O)O)O)O)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1568,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1573,C(C1C(C(C(C(O1)OC2(C(C(C(O2)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)COS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al].[Al],O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1615,CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1660,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1674,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1696,CC1=CN=C(S1)NC(=C2C(=O)C3=CC=CC=C3S(=O)(=O)N2C)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1703,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
1704,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1762,C(N)(N)(Cl)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1775,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1776,CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
1789,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
1807,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
1968,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],[Ca+2],1.0,counterion_or_inorganic_only_structure,counterion_or_inorganic_only_structure
2048,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2086,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)[O-])C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2106,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2133,CC12CC(=O)C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2161,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2232,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2279,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2376,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2423,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(CC(C(O3)CN)O)N)N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2428,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2506,CC1C(C(CC(O1)OC2CC(CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)[NH3+])O,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
2571,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2587,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2595,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2683,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
2756,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2762,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2833,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
2892,C1=NC2=C(N1COCCO)NC(=NC2=O)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2897,CC(C)(CC1=CC=CC=C1)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2958,C(C1C(C(C(C(O1)O)O)O)O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
2990,CCOC(=O)C1(CCN(CC1)C)C2=CC=CC=C2,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
2996,CC1NC2=CC(=C(C=C2C(=O)N1C3=CC=CC=C3C)S(=O)(=O)N)Cl,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3054,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3058,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3076,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3078,C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3105,CCC(C(=O)N)N1CCCC1=O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3112,CC(=O)NC1=CC=C(C=C1)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3116,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3117,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3132,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3141,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3193,CC(=O)NC(CS)C(=O)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3215,CC1=CC(=C(C=C1)O)C(CCN(C(C)C)C(C)C)C2=CC=CC=C2,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3286,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3312,CC1C2C(C3C(C(=O)C(=C(N)O)C(=O)C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3353,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3484,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3696,C1CC2C(=O)NC3CSSCCC(=O)N(C3=O)C(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC4=CNC5=CC=CC=C54)CC(=O)O)CCCCN=C(N)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3725,C1=NNC2=C1NC=NC2=O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
3735,C(C1C(C(C(C(O1)OC(C(CO)O)C(C(=O)CO)O)O)O)O)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3796,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3798,CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3870,C(OC(C(F)(F)F)C(F)(F)F)F,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
3929,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3949,CN(C)C(=N)N=C(N)N,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
3971,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)OCC,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4038,CC1C=CC=CC=CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC(C(CCC(CC(CC(=O)OC(C(C1O)C)C)O)O)O)O)O)O)O)C(=O)O)OC3C(C(C(C(O3)C)O)N)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4064,CC(C)C1=NC(=NC(=C1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4102,CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4109,C1=NC2=C(N1)C(=S)N=CN2,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
4193,CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
4194,CC1=C(C(C(=C(N1)C)C(=O)OC(C)C)C2=CC(=CC=C2)[N+](=O)[O-])C(=O)OCCOC,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4206,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4347,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4368,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4399,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4461,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4465,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4537,CC1COC2=C3N1C=C(C(=O)C3=CC(=C2N4CCN(CC4)C)F)C(=O)O,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4539,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4558,CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4582,CCC(C(=O)N)N1CCCC1=O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4600,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4604,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)S(=O)(=O)N)Cl,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
4609,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4631,[Ca+2],[Na+].[Cl-],1.0,counterion_or_inorganic_only_structure,counterion_or_inorganic_only_structure
4717,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4718,S=[Se],[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4757,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
4760,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4761,CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
4792,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4835,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CN1C2=C(C(=O)N(C1=O)C)NC=N2.C(CN)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4882,CCC1C(C(C(N(CC(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
4951,CCCNC1CCC2=C(C1)SC(=N2)N,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
5076,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
5085,COC1=C(C(=NC=C1)CS(=O)C2=NC3=C(N2)C=C(C=C3)OC(F)F)OC,[O-2].[O-2].[O-2].[As+3].[As+3],1.0,graph_compatible,counterion_or_inorganic_only_structure
5140,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
5287,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
5290,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
5375,CC1=CC2=C(NC3=CC=CC=C3N=C2S1)N4CCN(CC4)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
5425,CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
5432,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
5523,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O,[Li+].[AlH4-],1.0,graph_compatible,counterion_or_inorganic_only_structure
5597,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
5625,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,[Na+].[Cl-],1.0,graph_compatible,counterion_or_inorganic_only_structure
5690,CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
5698,O.O.O.O.O.O.[Cl-].[Cl-].[Ca+2],[Li+].[AlH4-],1.0,counterion_or_inorganic_only_structure,counterion_or_inorganic_only_structure
5719,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
5720,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
5722,COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3,[Ca+2],1.0,graph_compatible,counterion_or_inorganic_only_structure
5763,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,[Cl-].[K+],1.0,graph_compatible,counterion_or_inorganic_only_structure
