source,target,label,label_evidence
C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,1.0,reported_twosides
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,CN1CCN(CC1)CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)(=O)N(C)C,1.0,reported_twosides
CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,CCOC(=O)C1=C2CN(C(=O)C3=C(N2C=N1)C=CC(=C3)F)C,0.0,unreported_twosides_sampled
CC1C(C(C(O1)OC2C(C(C(C(C2O)O)N=C(N)N)O)N=C(N)N)OC3C(C(C(C(O3)CO)O)O)NC)(C=O)O,COC1=CC=CC=C1OCC(COC(=O)N)O,0.0,unreported_twosides_sampled
C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl,C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O,0.0,unreported_twosides_sampled
C=CCN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O,CN1C(=O)N2C=NC(=C2N=N1)C(=O)N,0.0,unreported_twosides_sampled
C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N,CC12CCC3C(C1CCC2(C)O)CCC4C3(COC(=O)C4)C,0.0,unreported_twosides_sampled
COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,COC1=CC=CC=C1OCC(COC(=O)N)O,1.0,reported_twosides
C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO,1.0,reported_twosides
C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,0.0,unreported_twosides_sampled
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,CCC1C(C(C(C(=O)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)OC)C)C)O)(C)O,1.0,reported_twosides
CC1CN(CCN1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F,CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31,1.0,reported_twosides
C1=C(C(=O)NC(=O)N1)F,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,0.0,unreported_twosides_sampled
C1CC2CN(C(=O)C3=CC=CC(=C23)C1)C4CN5CCC4CC5,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0,unreported_twosides_sampled
CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)NC4=CC=CC=C4,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,1.0,reported_twosides
C1=NC2=C(N1)C(=S)N=CN2,CCCCN1CC(C(C(C1CO)O)O)O,0.0,unreported_twosides_sampled
C1CN2CCC1C(C2)OC(=O)N3CCC4=CC=CC=C4C3C5=CC=CC=C5,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,0.0,unreported_twosides_sampled
C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N,CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3,1.0,reported_twosides
C1CCC(CC1)(CC(=O)O)CN,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,1.0,reported_twosides
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC,1.0,reported_twosides
C1=CC=C2C(=C1)C=NN=C2NN,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CC[NH+](C)C)C3=CC=C(C=C3)OC,1.0,reported_twosides
CC1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)NC4C=C(C(C(C4O)O)O)CO,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C,1.0,reported_twosides
CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl,CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O,1.0,reported_twosides
CC12CCC3C(C1CCC2O)C(CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O,0.0,unreported_twosides_sampled
CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,1.0,reported_twosides
CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,1.0,reported_twosides
CNC(=O)CN(CCN(CCN(CC(=O)NC)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].O.[Gd+3],COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,0.0,unreported_twosides_sampled
CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,CCOC(=O)N1CCC(=C2C3=C(CCC4=C2N=CC=C4)C=C(C=C3)Cl)CC1,1.0,reported_twosides
COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,COC1=C2C(=CC(=C1N3CC4CCCNC4C3)F)C(=O)C(=CN2C5CC5)C(=O)O,1.0,reported_twosides
CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)SCF)O)C)O)F)C)F,CCCCCN=C(N)NNC=C1C=NC2=C1C=C(C=C2)CO,1.0,reported_twosides
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(=O)CO)O)O)O)O)O,C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,1.0,reported_twosides
CC(O)(P(=O)(O)O)P(=O)(O)O,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,0.0,unreported_twosides_sampled
C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC,1.0,reported_twosides
CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,1.0,reported_twosides
C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,CN(C)C(=O)C(CC[NH+]1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4,1.0,reported_twosides
CC(=O)NC1C(C(C(OC1O)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)CO)OC4C(C(C(C(O4)C(=O)O)O)O)OS(=O)(=O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,0.0,unreported_twosides_sampled
CC(=O)NC1=NN=C(S1)S(=O)(=O)N,COC1=C(C=C(C=C1)Cl)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,1.0,reported_twosides
CC(C[N+](C)(C)C)OC(=O)N,CC1=C(C(=O)N2CCCC(C2=N1)O)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,0.0,unreported_twosides_sampled
CCCCCCCCCCCCCCCCCCCCCCO,CCCCN1CC(C(C(C1CO)O)O)O,0.0,unreported_twosides_sampled
CC1=NC=CN1CC2CCC3=C(C2=O)C4=CC=CC=C4N3C,CN1CCN(CC1)C(=O)OC2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,1.0,reported_twosides
CC1=CN=C(C=N1)C(=O)NCCC2=CC=C(C=C2)S(=O)(=O)NC(=O)NC3CCCCC3,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0,unreported_twosides_sampled
CC(CS)C(=O)N1CCCC1C(=O)O,CC(C[N+](C)(C)C)OC(=O)N,0.0,unreported_twosides_sampled
C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5,0.0,unreported_twosides_sampled
C1=CN=C(C=N1)C(=O)N,CC(CC1=CC=CC=C1)N,0.0,unreported_twosides_sampled
C1=CC2=C(C(=C1)OCC(COC3=CC4=C(C=C3)OC(=CC4=O)C(=O)O)O)C(=O)C=C(O2)C(=O)O,CNCCCC12CCC(C3=CC=CC=C31)C4=CC=CC=C24,0.0,unreported_twosides_sampled
CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,0.0,unreported_twosides_sampled
C1CC(=O)NC2=C1C=CC(=C2)OCCCCN3CCN(CC3)C4=C(C(=CC=C4)Cl)Cl,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2,1.0,reported_twosides
C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,1.0,reported_twosides
C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,C1CC(OC1CO)N2C=NC3=C2NC=NC3=O,0.0,unreported_twosides_sampled
CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC(=C5CN(C)C)O)N=C4C3=C2)O,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O,0.0,unreported_twosides_sampled
CC(C)(C(C(=O)O)N)S,CNC1(CCCCC1=O)C2=CC=CC=C2Cl,0.0,unreported_twosides_sampled
C1CCN(CC1)C2=NC(=N)N(C(=C2)N)O,CC(=O)OCC(CCN1C=NC2=CN=C(N=C21)N)COC(=O)C,0.0,unreported_twosides_sampled
C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,CCCNCC(COC1=CC=CC=C1C(=O)CCC2=CC=CC=C2)O,0.0,unreported_twosides_sampled
CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)[O-],CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2,0.0,unreported_twosides_sampled
CC1=CC=CC=C1OC(CCNC)C2=CC=CC=C2,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O,1.0,reported_twosides
CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,1.0,reported_twosides
C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,CC(C)C1=NC(=NC(=C1CCC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,1.0,reported_twosides
C1NC2=CC(=C(C=C2S(=O)(=O)N1)S(=O)(=O)N)Cl,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,1.0,reported_twosides
C1=NC2=C(N1COCCO)NC(=NC2=O)N,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,0.0,unreported_twosides_sampled
C=C1C(CC(C1CO)O)N2C=NC3=C2NC(=NC3=O)N,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,1.0,reported_twosides
